index,index2,Accession,family,Plot,Plant,Plant Height,Lateral tillers,Compact,FALL Rhizomes,Rhiz_num,Genotype?,Regrowth
A1D190-S10-45-35,A1D190.S10.45.35,A1D190-S10,A1D190,45,35,Late flowering,Late flowering,5,BT,0.5,Y,NO
A1D156-S1-46-4,A1D156.S1.46.4,A1D156-S1,A1D156,46,4,6.02,0,3,++R,2,Y,NO
A1D156-S1-46-6,A1D156.S1.46.6,A1D156-S1,A1D156,46,6,3,2,3,BT,0.5,Y,NO
A1D156-S1-46-8,A1D156.S1.46.8,A1D156-S1,A1D156,46,8,5,2,4,BT,0.5,Y,NO
A1D37-S2-47-1,A1D37.S2.47.1,A1D37-S2,A1D37,47,1,6.04,0,,+++R,3,Y,Yes
A1D37-S2-47-4,A1D37.S2.47.4,A1D37-S2,A1D37,47,4,6.01,0,4,++R,2,Y,NO
A1D37-S2-47-7,A1D37.S2.47.7,A1D37-S2,A1D37,47,7,3.06,1,4,NR,0,Y,NO
A1D37-S2-47-8,A1D37.S2.47.8,A1D37-S2,A1D37,47,8,5.05,0,4,NR,0,Y,NO
A1D37-S2-47-14,A1D37.S2.47.14,A1D37-S2,A1D37,47,14,4.08,5,4,++R,2,Y,NO
A1D220-S7-48-6,A1D220.S7.48.6,A1D220-S7,A1D220,48,6,3.06,3,,BT,0.5,Y,NO
A1D119-S1-49-2,A1D119.S1.49.2,A1D119-S1,A1D119,49,2,4,2,,++R,2,Y,NO
A1D119-S1-49-7,A1D119.S1.49.7,A1D119-S1,A1D119,49,7,6.04,3,,BT,0.5,Y,NO
A1D119-S1-49-20,A1D119.S1.49.20,A1D119-S1,A1D119,49,20,Late flowering,Late flowering,,+R,1,Y,Yes
A1D119-S1-49-28,A1D119.S1.49.28,A1D119-S1,A1D119,49,28,5.09,2,,++R,2,Y,NO
A1D119-S1-49-31,A1D119.S1.49.31,A1D119-S1,A1D119,49,31,5.1,1,,BT,0.5,Y,NO
A1D1-AA6-R1-S6-50-6,A1D1.AA6.R1.S6.50.6,A1D1-AA6-R1-S6,A1D1-AA6,50,6,4.11,3,,+R,1,Y,NO
A1D1-AA6-R1-S6-50-11,A1D1.AA6.R1.S6.50.11,A1D1-AA6-R1-S6,A1D1-AA6,50,11,5.05,3,,BT,0.5,Y,NO
A1D1-AA6-R1-S6-50-24,A1D1.AA6.R1.S6.50.24,A1D1-AA6-R1-S6,A1D1-AA6,50,24,4,2,,NR,0,Y,NO
A1D1-AA6-R1-S6-50-31,A1D1.AA6.R1.S6.50.31,A1D1-AA6-R1-S6,A1D1-AA6,50,31,6.04,2,,+R,1,Y,NO
A1D189-T10-51-3,A1D189.T10.51.3,A1D189-T10,A1D189,51,3,4,1,,+R,1,Y,NO
A1D132-S2-52-3,A1D132.S2.52.3,A1D132-S2,A1D132,52,3,4,0,,BT,0.5,Y,NO
A1D132-S2-52-5,A1D132.S2.52.5,A1D132-S2,A1D132,52,5,Late flowering,Late flowering,,BT,0.5,Y,NO
A1D132-S2-52-12,A1D132.S2.52.12,A1D132-S2,A1D132,52,12,4,1,,NR,0,Y,NO
A1D132-S2-52-16,A1D132.S2.52.16,A1D132-S2,A1D132,52,16,4.07,1,,NR,0,Y,NO
A1D132-S2-52-20,A1D132.S2.52.20,A1D132-S2,A1D132,52,20,4,1,,++R,2,Y,NO
A1D132-S2-52-22,A1D132.S2.52.22,A1D132-S2,A1D132,52,22,4,0,,++R,2,Y,NO
A1D1-AA6-R1-S3-53-3,A1D1.AA6.R1.S3.53.3,A1D1-AA6-R1-S3,A1D1-AA6,53,3,6.07,1,,+R,1,Y,NO
A1D1-AA6-R1-S3-53-4,A1D1.AA6.R1.S3.53.4,A1D1-AA6-R1-S3,A1D1-AA6,53,4,4.02,2,,++R,2,Y,NO
A1D1-AA6-R1-S3-53-16,A1D1.AA6.R1.S3.53.16,A1D1-AA6-R1-S3,A1D1-AA6,53,16,5.09,3,,+R,1,Y,NO
A1D1-AA6-R1-S3-53-23,A1D1.AA6.R1.S3.53.23,A1D1-AA6-R1-S3,A1D1-AA6,53,23,4,2,,BT,0.5,Y,NO
A1D1-AA6-R1-S3-53-36,A1D1.AA6.R1.S3.53.36,A1D1-AA6-R1-S3,A1D1-AA6,53,36,5.01,3,,BT,0.5,Y,NO
A1D1-AA6-R1-S3-53-39,A1D1.AA6.R1.S3.53.39,A1D1-AA6-R1-S3,A1D1-AA6,53,39,5.05,3,,+R,1,Y,NO
A1D1-D4-S1-54-3,A1D1.D4.S1.54.3,A1D1-D4-S1,A1D1-D4,54,3,2,0,,NR,0,Y,NO
A1D1-D4-S1-54-8,A1D1.D4.S1.54.8,A1D1-D4-S1,A1D1-D4,54,8,3,2,,NR,0,Y,NO
A1D1-D4-S1-54-10,A1D1.D4.S1.54.10,A1D1-D4-S1,A1D1-D4,54,10,5.08,4,,++R,2,Y,NO
A1D1-D4-S1-54-13,A1D1.D4.S1.54.13,A1D1-D4-S1,A1D1-D4,54,13,1.06,0,,NR,0,Y,NO
A1D1-D4-S1-54-16,A1D1.D4.S1.54.16,A1D1-D4-S1,A1D1-D4,54,16,7,5,,++R,2,Y,NO
A1D1-D4-S1-54-25,A1D1.D4.S1.54.25,A1D1-D4-S1,A1D1-D4,54,25,5.01,3,,++R,2,Y,NO
A1D1-D4-S1-54-27,A1D1.D4.S1.54.27,A1D1-D4-S1,A1D1-D4,54,27,3.06,1,,+R,1,Y,NO
A1D1-D4-S1-54-29,A1D1.D4.S1.54.29,A1D1-D4-S1,A1D1-D4,54,29,3.06,3,,++R,2,Y,NO
A1D220-T28-55-1,A1D220.T28.55.1,A1D220-T28,A1D220,55,1,4,2,,BT,0.5,Y,NO
A1D220-T28-55-3,A1D220.T28.55.3,A1D220-T28,A1D220,55,3,3.06,1,,BT,0.5,Y,NO
A1D220-T28-55-5,A1D220.T28.55.5,A1D220-T28,A1D220,55,5,3.06,1,,BT,0.5,Y,NO
A1D220-T28-55-8,A1D220.T28.55.8,A1D220-T28,A1D220,55,8,2,0,,BT,0.5,Y,NO
A1D220-T28-55-19,A1D220.T28.55.19,A1D220-T28,A1D220,55,19,3,0,,NR,0,Y,NO
A1D37-T10-56-2,A1D37.T10.56.2,A1D37-T10,A1D37,56,2,Late flowering,Late flowering,,+R,1,Y,NO
A1D37-T10-56-5,A1D37.T10.56.5,A1D37-T10,A1D37,56,5,Late flowering,Late flowering,,++R,2,Y,NO
A1D165-S4-57-22,A1D165.S4.57.22,A1D165-S4,A1D165,57,22,4.09,2,,++R,2,Y,NO
A1D160-S2-58-4,A1D160.S2.58.4,A1D160-S2,A1D160,58,4,5,1,,+++R,3,Y,NO
A1D160-S2-58-5,A1D160.S2.58.5,A1D160-S2,A1D160,58,5,5,1,,++R,2,Y,NO
A1D160-S2-58-10,A1D160.S2.58.10,A1D160-S2,A1D160,58,10,3.06,0,,NR,0,Y,NO
A1D160-S2-58-11,A1D160.S2.58.11,A1D160-S2,A1D160,58,11,6.02,4,,++R,2,Y,NO
A1D160-S2-58-16,A1D160.S2.58.16,A1D160-S2,A1D160,58,16,5.01,0,,++R,2,Y,NO
A1D160-S2-58-20,A1D160.S2.58.20,A1D160-S2,A1D160,58,20,4.11,2,,BT,0.5,Y,NO
A1D160-S2-58-27,A1D160.S2.58.27,A1D160-S2,A1D160,58,27,3.06,2,,NR,0,Y,NO
A1D179-S8-59-2,A1D179.S8.59.2,A1D179-S8,A1D179,59,2,4.08,2,,++R,2,Y,NO
A1D179-S8-59-4,A1D179.S8.59.4,A1D179-S8,A1D179,59,4,7.08,2,,++R,2,Y,NO
A1D179-S8-59-11,A1D179.S8.59.11,A1D179-S8,A1D179,59,11,5.11,3,,++R,2,Y,NO
A1D179-S8-59-15,A1D179.S8.59.15,A1D179-S8,A1D179,59,15,4,0,,++R,2,Y,Yes
A1D220-T2-60-3,A1D220.T2.60.3,A1D220-T2,A1D220,60,3,2,0,,++R,2,Y,Yes
A1D220-T2-60-4,A1D220.T2.60.4,A1D220-T2,A1D220,60,4,6.07,4,,++R,2,Y,Yes
A1D220-T2-60-5,A1D220.T2.60.5,A1D220-T2,A1D220,60,5,2.06,1,,++R,2,Y,Yes
A1D142-S1-61-2,A1D142.S1.61.2,A1D142-S1,A1D142,61,2,5.03,0,,BT,0.5,Y,Yes
A1D142-S1-61-3,A1D142.S1.61.3,A1D142-S1,A1D142,61,3,5.04,2,,+++R,3,Y,Yes
A1D142-S1-61-4,A1D142.S1.61.4,A1D142-S1,A1D142,61,4,6,1,,BT,0.5,Y,NO
A1D142-S1-61-5,A1D142.S1.61.5,A1D142-S1,A1D142,61,5,8.04,0,,+R,1,Y,NO
A1D1-AA6-R1-S7-62-1,A1D1.AA6.R1.S7.62.1,A1D1-AA6-R1-S7,A1D1-AA6,62,1,Late flowering,Late flowering,,+R,1,Y,NO
A1D1-AA6-R1-S7-62-5,A1D1.AA6.R1.S7.62.5,A1D1-AA6-R1-S7,A1D1-AA6,62,5,5.09,3,,+R,1,Y,NO
A1D1-AA6-R1-S7-62-9,A1D1.AA6.R1.S7.62.9,A1D1-AA6-R1-S7,A1D1-AA6,62,9,4.05,2,,BT,0.5,Y,NO
A1D1-AA6-R1-S7-62-17,A1D1.AA6.R1.S7.62.17,A1D1-AA6-R1-S7,A1D1-AA6,62,17,4.09,2,,BT,0.5,Y,NO
A1D1-AA6-R1-S7-62-18,A1D1.AA6.R1.S7.62.18,A1D1-AA6-R1-S7,A1D1-AA6,62,18,5.09,2,,BT,0.5,Y,NO
A1D1-AA6-R1-S7-62-22,A1D1.AA6.R1.S7.62.22,A1D1-AA6-R1-S7,A1D1-AA6,62,22,3.06,0,,NR,0,Y,NO
A1D1-AA6-R1-S7-62-25,A1D1.AA6.R1.S7.62.25,A1D1-AA6-R1-S7,A1D1-AA6,62,25,4.07,2,,+R,1,Y,NO
A1D190-S5-63-6,A1D190.S5.63.6,A1D190-S5,A1D190,63,6,3,1,,+R,1,Y,NO
A1D190-S5-63-7,A1D190.S5.63.7,A1D190-S5,A1D190,63,7,3.06,1,,++R,2,Y,NO
A1D190-S5-63-8,A1D190.S5.63.8,A1D190-S5,A1D190,63,8,5,2,,+R,1,Y,NO
A1D190-S5-63-9,A1D190.S5.63.9,A1D190-S5,A1D190,63,9,3.06,1,,++R,2,Y,NO
A1D190-S5-63-17,A1D190.S5.63.17,A1D190-S5,A1D190,63,17,5.02,3,,++R,2,Y,NO
A1D190-S5-63-20,A1D190.S5.63.20,A1D190-S5,A1D190,63,20,3.06,0,,NR,0,Y,NO
A1D119-S2-64-1,A1D119.S2.64.1,A1D119-S2,A1D119,64,1,5.04,2,,BT,0.5,Y,NO
A1D119-S2-64-4,A1D119.S2.64.4,A1D119-S2,A1D119,64,4,3,0,,+R,1,Y,NO
A1D119-S2-64-16,A1D119.S2.64.16,A1D119-S2,A1D119,64,16,5.02,1,,BT,0.5,Y,NO
A1D119-S2-64-20,A1D119.S2.64.20,A1D119-S2,A1D119,64,20,6.11,8,,++R,2,Y,NO
A1D211-T17-65-3,A1D211.T17.65.3,A1D211-T17,A1D211,65,3,3.06,0,,+++R,3,Y,Yes
A1D37-T15-66-1,A1D37.T15.66.1,A1D37-T15,A1D37,66,1,2.06,0,,+R,1,Y,NO
A1D211-T10-68-1,A1D211.T10.68.1,A1D211-T10,A1D211,68,1,4.11,0,,+++R,3,Y,NO
A1D211-T10-68-2,A1D211.T10.68.2,A1D211-T10,A1D211,68,2,Late flowering,Late flowering,,+++R,3,Y,NO
A1D211-T10-68-9,A1D211.T10.68.9,A1D211-T10,A1D211,68,9,4,0,,NR,0,Y,NO
A1D211-T10-68-10,A1D211.T10.68.10,A1D211-T10,A1D211,68,10,5.11,3,,+R,1,Y,NO
A1D211-T10-68-15,A1D211.T10.68.15,A1D211-T10,A1D211,68,15,5.08,2,,BT,0.5,Y,NO
A1D211-T10-68-19,A1D211.T10.68.19,A1D211-T10,A1D211,68,19,5,2,,NR,0,Y,NO
A1D211-T10-68-21,A1D211.T10.68.21,A1D211-T10,A1D211,68,21,5.05,2,,BT,0.5,Y,NO
A1D211-T10-68-28,A1D211.T10.68.28,A1D211-T10,A1D211,68,28,4.08,0,,++R,2,Y,NO
A1D211-T10-68-29,A1D211.T10.68.29,A1D211-T10,A1D211,68,29,7.06,2,,++R,2,Y,NO
A1D211-T10-68-31,A1D211.T10.68.31,A1D211-T10,A1D211,68,31,4.08,3,,+R,1,Y,NO
A1D211-T10-68-32,A1D211.T10.68.32,A1D211-T10,A1D211,68,32,3.06,3,,+++R,3,Y,Yes
A1D170-S3-69-11,A1D170.S3.69.11,A1D170-S3,A1D170,69,11,4.08,2,,+R,1,Y,NO
A1D170-S3-69-14,A1D170.S3.69.14,A1D170-S3,A1D170,69,14,3,1,,++R,2,Y,NO
A1D37-T24-71-6,A1D37.T24.71.6,A1D37-T24,A1D37,71,6,4,2,,++R,2,Y,NO
A1D37-T24-71-9,A1D37.T24.71.9,A1D37-T24,A1D37,71,9,6.06,0,,NR,0,Y,NO
A1D37-T24-71-14,A1D37.T24.71.14,A1D37-T24,A1D37,71,14,4.08,2,,BT,0.5,Y,NO
A1D37-T24-71-28,A1D37.T24.71.28,A1D37-T24,A1D37,71,28,5,1,,NR,0,Y,NO
A1D220-T34-72-10,A1D220.T34.72.10,A1D220-T34,A1D220,72,10,4.05,1,,NR,0,Y,NO
A1D220-T3-74-3,A1D220.T3.74.3,A1D220-T3,A1D220,74,3,6.09,4,,+R,1,Y,NO
A1D220-T3-74-11,A1D220.T3.74.11,A1D220-T3,A1D220,74,11,4.08,0,,++R,2,Y,Yes
A1D220-T3-74-14,A1D220.T3.74.14,A1D220-T3,A1D220,74,14,5.1,3,,+++R,3,Y,NO
A1D37-T29-75-1,A1D37.T29.75.1,A1D37-T29,A1D37,75,1,6.01,4,,++R,2,Y,NO
A1D37-T29-75-3,A1D37.T29.75.3,A1D37-T29,A1D37,75,3,4,1,,++R,2,Y,Yes
A1D37-T29-75-4,A1D37.T29.75.4,A1D37-T29,A1D37,75,4,7.06,4,,++R,2,Y,Yes
A1D37-T29-75-7,A1D37.T29.75.7,A1D37-T29,A1D37,75,7,5.06,2,,++R,2,Y,NO
A1D119-S4-76-1,A1D119.S4.76.1,A1D119-S4,A1D119,76,1,4,0,,NR,0,Y,Yes
A1D119-S4-76-4,A1D119.S4.76.4,A1D119-S4,A1D119,76,4,3,1,,++R,2,Y,Yes
A1D119-S4-76-5,A1D119.S4.76.5,A1D119-S4,A1D119,76,5,4.08,0,,++R,2,Y,Yes
A1D119-S4-76-6,A1D119.S4.76.6,A1D119-S4,A1D119,76,6,3.06,0,,++R,2,Y,NO
A1D119-S4-76-9,A1D119.S4.76.9,A1D119-S4,A1D119,76,9,4,1,,NR,0,Y,NO
A1D119-S4-76-14,A1D119.S4.76.14,A1D119-S4,A1D119,76,14,4,2,,NR,0,Y,NO
A1D37-T30-77-1,A1D37.T30.77.1,A1D37-T30,A1D37,77,1,5,2,,++R,2,Y,NO
A1D37-T30-77-6,A1D37.T30.77.6,A1D37-T30,A1D37,77,6,5.11,2,,+R,1,Y,NO
A1D37-T30-77-9,A1D37.T30.77.9,A1D37-T30,A1D37,77,9,6.07,0,,+R,1,Y,NO
A1D37-T30-77-11,A1D37.T30.77.11,A1D37-T30,A1D37,77,11,6.02,2,,BT,0.5,Y,NO
A1D37-T30-77-13,A1D37.T30.77.13,A1D37-T30,A1D37,77,13,4.08,2,,NR,0,Y,NO
A1D37-T30-77-14,A1D37.T30.77.14,A1D37-T30,A1D37,77,14,5.04,2,,+R,1,Y,NO
A1D37-T30-77-24,A1D37.T30.77.24,A1D37-T30,A1D37,77,24,6.03,2,,BT,0.5,Y,NO
A1D189-T13-79-3,A1D189.T13.79.3,A1D189-T13,A1D189,79,3,4,1,,++R,2,Y,NO
A1D189-T13-79-4,A1D189.T13.79.4,A1D189-T13,A1D189,79,4,7.03,0,,+R,1,Y,NO
A1D189-T13-79-6,A1D189.T13.79.6,A1D189-T13,A1D189,79,6,5,4,,++R,2,Y,NO
A1D189-T13-79-7,A1D189.T13.79.7,A1D189-T13,A1D189,79,7,5.05,1,,BT,0.5,Y,NO
A1D189-T13-79-13,A1D189.T13.79.13,A1D189-T13,A1D189,79,13,Late flowering,Late flowering,,++R,2,Y,NO
A1D185-T27-80-13,A1D185.T27.80.13,A1D185-T27,A1D185,80,13,3.06,1,,++R,2,Y,NO
A1D190-S15-82-6,A1D190.S15.82.6,A1D190-S15,A1D190,82,6,2.06,0,,BT,0.5,Y,NO
A1D190-S15-82-8,A1D190.S15.82.8,A1D190-S15,A1D190,82,8,5.04,5,,+R,1,Y,NO
A1D190-S15-82-17,A1D190.S15.82.17,A1D190-S15,A1D190,82,17,3.06,0,,NR,0,Y,NO
A1D189-T5-84-2,A1D189.T5.84.2,A1D189-T5,A1D189,84,2,Late flowering,Late flowering,,NR,0,Y,NO
A1D189-T5-84-3,A1D189.T5.84.3,A1D189-T5,A1D189,84,3,3.03,0,,NR,0,Y,NO
A1D189-T5-84-8,A1D189.T5.84.8,A1D189-T5,A1D189,84,8,3.06,1,,++R,2,Y,NO
A1D189-T5-84-13,A1D189.T5.84.13,A1D189-T5,A1D189,84,13,3,0,,NR,0,Y,NO
A1D189-T5-84-21,A1D189.T5.84.21,A1D189-T5,A1D189,84,21,3.06,2,,+R,1,Y,NO
A1D185-T19-85-1,A1D185.T19.85.1,A1D185-T19,A1D185,85,1,5.04,0,,+++R,3,Y,Yes
A1D185-T19-85-2,A1D185.T19.85.2,A1D185-T19,A1D185,85,2,6.1,2,,+R,1,Y,NO
A1D185-T19-85-4,A1D185.T19.85.4,A1D185-T19,A1D185,85,4,Late flowering,Late flowering,,++R,2,Y,Yes
A1D185-T19-85-11,A1D185.T19.85.11,A1D185-T19,A1D185,85,11,4.08,3,,++R,2,Y,Yes
A1D185-T19-85-12,A1D185.T19.85.12,A1D185-T19,A1D185,85,12,Late flowering,Late flowering,,+R,1,Y,Yes
A1D190-S6-86-1,A1D190.S6.86.1,A1D190-S6,A1D190,86,1,3,2,,+R,1,Y,NO
A1D156-T28-87-4,A1D156.T28.87.4,A1D156-T28,A1D156,87,4,2,2,,++R,2,Y,NO
A1D156-T28-87-5,A1D156.T28.87.5,A1D156-T28,A1D156,87,5,4.11,2,,++R,2,Y,NO
A1D156-T28-87-6,A1D156.T28.87.6,A1D156-T28,A1D156,87,6,4.06,0,,++R,2,Y,NO
A1D119-S3-88-8,A1D119.S3.88.8,A1D119-S3,A1D119,88,8,4,2,,+R,1,Y,NO
A1D119-S3-88-9,A1D119.S3.88.9,A1D119-S3,A1D119,88,9,3.06,1,,+R,1,Y,NO
A1D190-S8-89-7,A1D190.S8.89.7,A1D190-S8,A1D190,89,7,4,2,,BT,0.5,Y,NO
A1D190-S8-89-10,A1D190.S8.89.10,A1D190-S8,A1D190,89,10,4,0,,+R,1,Y,NO
A1D190-S8-89-12,A1D190.S8.89.12,A1D190-S8,A1D190,89,12,5.02,1,,++R,2,Y,NO
A1D190-S8-89-14,A1D190.S8.89.14,A1D190-S8,A1D190,89,14,5.04,2,,++R,2,Y,NO
A1D190-S8-89-22,A1D190.S8.89.22,A1D190-S8,A1D190,89,22,3,3,,+R,1,Y,NO
A1D37-T4-90-9,A1D37.T4.90.9,A1D37-T4,A1D37,90,9,3,2,,NR,0,Y,NO
A1D37-T4-90-17,A1D37.T4.90.17,A1D37-T4,A1D37,90,17,7.1,2,,NR,0,Y,NO
A1D37-T4-90-25,A1D37.T4.90.25,A1D37-T4,A1D37,90,25,3,0,,NR,0,Y,NO
A1D37-T4-90-26,A1D37.T4.90.26,A1D37-T4,A1D37,90,26,5.04,1,,+R,1,Y,NO
A1D211-S1-91-8,A1D211.S1.91.8,A1D211-S1,A1D211,91,8,4.06,2,,+R,1,Y,NO
A1D211-S1-91-12,A1D211.S1.91.12,A1D211-S1,A1D211,91,12,4.1,3,,BT,0.5,Y,NO
A1D211-S1-91-14,A1D211.S1.91.14,A1D211-S1,A1D211,91,14,3.06,0,,++R,2,Y,NO
A1D211-S1-91-16,A1D211.S1.91.16,A1D211-S1,A1D211,91,16,5.06,2,,++R,2,Y,NO
A1D211-S1-91-18,A1D211.S1.91.18,A1D211-S1,A1D211,91,18,7.04,0,,+R,1,Y,NO
A1D189-T14-92-4,A1D189.T14.92.4,A1D189-T14,A1D189,92,4,4,0,,NR,0,Y,NO
A1D189-T14-92-5,A1D189.T14.92.5,A1D189-T14,A1D189,92,5,4,0,,BT,0.5,Y,NO
A1D116-S2-93-2,A1D116.S2.93.2,A1D116-S2,A1D116,93,2,4,2,,++R,2,Y,NO
A1D116-S2-93-4,A1D116.S2.93.4,A1D116-S2,A1D116,93,4,7.02,2,,++R,2,Y,NO
A1D116-S2-93-6,A1D116.S2.93.6,A1D116-S2,A1D116,93,6,4.05,1,,+R,1,Y,NO
A1D116-S2-93-14,A1D116.S2.93.14,A1D116-S2,A1D116,93,14,Late flowering,Late flowering,,++R,2,Y,NO
A1D116-S2-93-15,A1D116.S2.93.15,A1D116-S2,A1D116,93,15,3,0,,NR,0,Y,NO
A1D116-S2-93-20,A1D116.S2.93.20,A1D116-S2,A1D116,93,20,4.09,1,,++R,2,Y,Yes
A1D220-S5-94-2,A1D220.S5.94.2,A1D220-S5,A1D220,94,2,4.05,3,,++R,2,Y,NO
A1D220-S5-94-3,A1D220.S5.94.3,A1D220-S5,A1D220,94,3,6.03,2,,++R,2,Y,Yes
A1D220-S5-94-9,A1D220.S5.94.9,A1D220-S5,A1D220,94,9,5.06,3,,++R,2,Y,Yes
A1D126-T3-95-1,A1D126.T3.95.1,A1D126-T3,A1D126,95,1,6.04,1,,NR,0,Y,NO
A1D126-T3-95-2,A1D126.T3.95.2,A1D126-T3,A1D126,95,2,6.06,0,,BT,0.5,Y,NO
A1D126-T3-95-3,A1D126.T3.95.3,A1D126-T3,A1D126,95,3,7.07,0,,BT,0.5,Y,NO
A1D126-T3-95-4,A1D126.T3.95.4,A1D126-T3,A1D126,95,4,5.1,0,,BT,0.5,Y,NO
A1D126-T3-95-5,A1D126.T3.95.5,A1D126-T3,A1D126,95,5,6.04,1,,+R,1,Y,NO
A1D126-T3-95-6,A1D126.T3.95.6,A1D126-T3,A1D126,95,6,5.11,1,,+R,1,Y,NO
A1D126-T3-95-7,A1D126.T3.95.7,A1D126-T3,A1D126,95,7,5.02,0,,BT,0.5,Y,NO
A1D126-T3-95-8,A1D126.T3.95.8,A1D126-T3,A1D126,95,8,6.07,0,,BT,0.5,Y,NO
A1D126-T3-95-9,A1D126.T3.95.9,A1D126-T3,A1D126,95,9,8.04,0,,BT,0.5,Y,NO
A1D126-T3-95-10,A1D126.T3.95.10,A1D126-T3,A1D126,95,10,Late flowering,Late flowering,,BT,0.5,Y,NO
A1D126-T3-95-11,A1D126.T3.95.11,A1D126-T3,A1D126,95,11,5.08,3,,BT,0.5,Y,NO
A1D190-S14-96-5,A1D190.S14.96.5,A1D190-S14,A1D190,96,5,4,4,,++R,2,Y,NO
A1D190-S14-96-10,A1D190.S14.96.10,A1D190-S14,A1D190,96,10,2.06,0,,NR,0,Y,NO
A1D190-S14-96-15,A1D190.S14.96.15,A1D190-S14,A1D190,96,15,3,2,,+R,1,Y,NO
A1D190-S14-96-16,A1D190.S14.96.16,A1D190-S14,A1D190,96,16,4.05,3,,NR,0,Y,NO
A1D1-H7-R2-S1-97-1,A1D1.H7.R2.S1.97.1,A1D1-H7-R2-S1,A1D1_H7,97,1,Late flowering,Late flowering,,++R,2,Y,NO
A1D1-H7-R2-S1-97-2,A1D1.H7.R2.S1.97.2,A1D1-H7-R2-S1,A1D1_H7,97,2,6.06,4,,NR,0,Y,NO
A1D1-H7-R2-S1-97-3,A1D1.H7.R2.S1.97.3,A1D1-H7-R2-S1,A1D1_H7,97,3,Late flowering,Late flowering,,NR,0,Y,NO
A1D1-H7-R2-S1-97-4,A1D1.H7.R2.S1.97.4,A1D1-H7-R2-S1,A1D1_H7,97,4,6.09,0,,BT,0.5,Y,NO
A1D1-H7-R2-S1-97-5,A1D1.H7.R2.S1.97.5,A1D1-H7-R2-S1,A1D1_H7,97,5,6.08,0,,++R,2,Y,NO
A1D1-H7-R2-S1-97-6,A1D1.H7.R2.S1.97.6,A1D1-H7-R2-S1,A1D1_H7,97,6,5.08,0,,++R,2,Y,NO
A1D1-H7-R2-S1-97-7,A1D1.H7.R2.S1.97.7,A1D1-H7-R2-S1,A1D1_H7,97,7,5.01,0,,NR,0,Y,NO
A1D1-H7-R2-S1-97-8,A1D1.H7.R2.S1.97.8,A1D1-H7-R2-S1,A1D1_H7,97,8,4.09,0,,NR,0,Y,NO
A1D1-H7-R2-S1-97-9,A1D1.H7.R2.S1.97.9,A1D1-H7-R2-S1,A1D1_H7,97,9,5.1,1,,NR,0,Y,NO
A1D1-H7-R2-S1-97-10,A1D1.H7.R2.S1.97.10,A1D1-H7-R2-S1,A1D1_H7,97,10,5.02,0,,++R,2,Y,NO
A1D1-H7-R2-S1-97-11,A1D1.H7.R2.S1.97.11,A1D1-H7-R2-S1,A1D1_H7,97,11,5.05,0,,NR,0,Y,NO
A1D1-H7-R2-S1-97-12,A1D1.H7.R2.S1.97.12,A1D1-H7-R2-S1,A1D1_H7,97,12,5.06,2,,BT,0.5,Y,NO
A1D1-H7-R2-S1-97-13,A1D1.H7.R2.S1.97.13,A1D1-H7-R2-S1,A1D1_H7,97,13,6,0,,NR,0,Y,NO
A1D1-H7-R2-S1-97-14,A1D1.H7.R2.S1.97.14,A1D1-H7-R2-S1,A1D1_H7,97,14,5.11,2,,NR,0,Y,NO
A1D1-H7-R2-S1-97-15,A1D1.H7.R2.S1.97.15,A1D1-H7-R2-S1,A1D1_H7,97,15,Late flowering,Late flowering,,NR,0,Y,NO
A1D1-H7-R2-S1-97-16,A1D1.H7.R2.S1.97.16,A1D1-H7-R2-S1,A1D1_H7,97,16,5.01,0,,NR,0,Y,NO
A1D1-H7-R2-S1-97-17,A1D1.H7.R2.S1.97.17,A1D1-H7-R2-S1,A1D1_H7,97,17,6,2,,NR,0,Y,NO
A1D1-H7-R2-S1-97-18,A1D1.H7.R2.S1.97.18,A1D1-H7-R2-S1,A1D1_H7,97,18,5.05,0,,+R,1,Y,NO
A1D1-H7-R2-S1-97-19,A1D1.H7.R2.S1.97.19,A1D1-H7-R2-S1,A1D1_H7,97,19,6.05,3,,+R,1,Y,NO
A1D156-S4-98-10,A1D156.S4.98.10,A1D156-S4,A1D156,98,10,2.06,1,,BT,0.5,Y,NO
A1D156-S4-98-11,A1D156.S4.98.11,A1D156-S4,A1D156,98,11,2.06,2,,BT,0.5,Y,NO
A1D156-S4-98-13,A1D156.S4.98.13,A1D156-S4,A1D156,98,13,4.1,0,,+R,1,Y,NO
A1D156-S4-98-15,A1D156.S4.98.15,A1D156-S4,A1D156,98,15,3.06,3,,BT,0.5,Y,NO
A1D156-S4-98-25,A1D156.S4.98.25,A1D156-S4,A1D156,98,25,2,0,,++R,2,Y,NO
